FirmName,Year,IPO Revenue,IPO Rank,IPO Market Share,IPO Num of Issues
Wachtell Lipton Rosen & Katz,2006,364.2,76,0.5,2
White & Case LLP,2006,362.3,77,0.5,3
Thompson & Knight PC,2006,320.5,78,0.4,3
King and Wood,2006,310.5,79,0.4,1
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2006,303.5,80,0.4,4
Loeb & Loeb,2006,298.6,81,0.4,4
DLA Piper LLP,2006,292.9,82,0.4,3
Faegre & Benson,2006,287.9,83,0.4,2
Zukerman Gore & Brandeis,2006,287.5,84,0.4,1
McDermott Will & Emery,2006,287.4,85,0.4,3
Winston & Strawn,2006,280.4,86,0.4,2
Hunton & Williams,2006,270.8,87,0.3,2
Fenwick & West LLP,2006,262,88,0.3,3
Amarchand Mangaldas,2006,255.3,89*,0.3,1
Mourant du Feu & Jeune,2006,255.3,89*,0.3,1
Oppenheimer Wolff & Donnelly,2006,253,91,0.3,1
Perkins Coie,2006,247.8,92,0.3,2
Proskauer Rose LLP,2006,226.6,93,0.3,3
Bracewell & Giuliani,2006,222,94*,0.3,1
Borden Ladner Gervais LLP,2006,222,94*,0.3,1
Bruchou Fernandez Madero Lombardi & Mitradi,2006,217.1,96,0.3,1
"Davis, Graham & Stubbs",2006,214.4,97,0.3,1
"BROWN, RUDNICK, BERLACK, ISRAELS LLP",2006,205.3,98,0.3,1
Richards Layton & Finger,2006,202.5,99,0.3,1
Ledgewood Law Firm PC,2006,192.8,100,0.2,2
Foley & Lardner,2006,189.8,101,0.2,1
Sonnenschein Nath & Rosenthal,2006,178,102,0.2,2
Reeder & Simpson PC,2006,175,103,0.2,1
Ellenoff Grossman Schole & Cyruli,2006,166.5,104,0.2,2
Reed Smith Shaw & McClay (PA),2006,161,105,0.2,1
Grandall Legal Group,2006,150,106*,0.2,1
Osler Hoskin & Harcourt LLP,2006,150,106*,0.2,1
Bae Kim & Lee,2006,144.1,108,0.2,1
Katten Muchin Rosenman LLP,2006,143,109,0.2,1
LeBoeuf Lamb Greene & MacRae,2006,140.7,110,0.2,1
"Davenport, Evans, Hurwitz & Smith",2006,140,111,0.2,1
Graubard Mollen & Miller,2006,138,112,0.2,4
Higgs & Johnson,2006,137.5,113,0.2,1
Baker & McKenzie,2006,129.8,114*,0.2,1
Baker & McKenzie Wong & Leow,2006,129.8,114*,0.2,1
Tian Yuan Law Firm,2006,129.4,116,0.2,1
"Taft, Stettinius & Hollister (OH)",2006,127.5,117,0.2,1
Irell & Manella,2006,127.1,118,0.2,1
Commerce & Finance Law Offices,2006,125.4,119,0.2,1
Chen & Co Law Firm,2006,115.5,120*,0.1,1
Weir & Foulds,2006,115.5,120*,0.1,1
Covington & Burling,2006,115.1,122,0.1,2
Robinson Bradshaw & Hinson,2006,115,123,0.1,1
GFE Law Office,2006,112.5,124,0.1,1
Schiff Hardin & Waite,2006,110.5,125,0.1,1
Fangda Partners,2006,107.5,126,0.1,1
Richardson & Patel LLP,2006,106,127,0.1,2
Torys,2006,104,128,0.1,1
Ellis Funk Goldberg & Labovitz,2006,103.5,129,0.1,1
Morrison & Foerster,2006,103.1,130,0.1,3
Chadbourne & Parke,2006,101.5,131,0.1,1
"Choate, Hall & Stewart LLP",2006,101.4,132*,0.1,1
Yigal Arnon & Co,2006,101.4,132*,0.1,1
Jenkins & Gilchrist,2006,100,134*,0.1,1
Pitney Hardin,2006,100,134*,0.1,1
Olshan Grundman Frome & Rosenzweig,2006,97,136,0.1,1
Dewey Ballantine LLP,2006,96,137,0.1,1
"Satterlee, Stephens, Burke & Burke",2006,91.1,138,0.1,1
Fried Frank Harris Shriver & Jacobson,2006,89.7,139,0.1,1
Cozen & O'Connor,2006,85.4,140,0.1,3
Powell Goldstein Frazer & Murphy,2006,81.8,141*,0.1,2
Pepper Hamilton LLP,2006,81.8,141*,0.1,2
Luthra & Luthra Law Offices,2006,77.6,143,0.1,1
"Davis, Malm & D'Agostino",2006,72,144*,0.1,1
Dorsey & Whitney LLP,2006,72,144*,0.1,2
Pillsbury Winthrop Shaw Pitt LLP,2006,69.5,146,0.1,2
Reed Smith LLP,2006,62.6,147,0.1,1
Ice Miller LLP,2006,60,148*,0.1,1
Troy & Gould Professional Corp.,2006,60,148*,0.1,1
Squire Sanders & Dempsey (US) LLP,2006,56,150,0.1,1
Luse Lehman Gorman Pomerenk & Schick,2006,51.6,151,0.1,1
Miller & Martin,2006,49,152,0.1,1
Naschitz Brandes & Co,2006,47.5,153,0.1,1
"Mitchell, Williams, Selig, Gates & Woodyard",2006,45,154*,0.1,1
Womble Carlyle Sandridge & Rice PLLC,2006,45,154*,0.1,1
"Keller, Rohrback",2006,43.6,156,0.1,1
"Sheppard, Mullin, Richter & Hampton",2006,40.3,157,0.1,1
"Morse, Zelnick, Rose & Lander, L.L.P.",2006,38.6,158,0.1,2
Ballard Spahr Andrews & Ingersoll,2006,38.5,159,0.1,1
Hayden Bergman,2006,38,160,0.1,1
Frost Brown Todd LLC,2006,37.2,161,0.1,1
Zhong Lun Law Firm,2006,36,162,0.1,1
Patterson Belknap Webb & Tyler,2006,31.5,163,0,1
Snell & Wilmer,2006,29,164,0,1
Stradling Yocca Carlson & Rauth,2006,25,165,0,1
Lewis & Roca,2006,22.5,166*,0,1
Petillon & Hansen,2006,22.5,166*,0,1
"Akerman, Senterfitt & Edison",2006,20.1,168,0,1
"Nelson, Mullins, Riley & Scarborough",2006,20,169,0,1
Maslon Edelman Borman & Brand,2006,19,170,0,1
Erdinast Ben Nathan & Co,2006,18.8,171,0,1
Briggs and Morgan (MN),2006,18,172,0,1
Holland & Knight LLP,2006,16.5,173*,0,1
Lowenstein Sandler PC,2006,16.5,173*,0,1
Katten Muchin Zavis Rosenman,2006,10.2,175,0,1
Carlile Patchen Murphy & Allison (OH),2006,7.6,176,0,1
Campbells,2006,6,177*,0,1
Beijing Kangda Law Firm,2006,6,177*,0,1
Kaufman & Canoles,2006,6,177*,0,1
"Skadden, Arps, Slate, Meagher & Flom",2007,12493.5,1,9.9,30
Conyers Dill & Pearman,2007,9189.2,2,7.3,20
Simpson Thacher & Bartlett,2007,7749.5,3,6.1,8
Blank Rome LLP,2007,6731,4,5.3,7
Vinson & Elkins LLP,2007,6520.8,5,5.2,17
Kirkpatrick & Lockhart LLP,2007,6034,6,4.8,1
Latham & Watkins,2007,4753.7,7,3.8,27
Graubard Mollen & Miller,2007,4721.6,8,3.7,21
Sullivan & Cromwell,2007,3364.7,9,2.7,3
O'Melveny & Myers,2007,3024.9,10,2.4,5
Willkie Farr & Gallagher,2007,3019.2,11,2.4,14
Clifford Chance,2007,2921.4,12,2.3,1
"Akin, Gump, Strauss, Hauer & Feld",2007,2693,13,2.1,8
Grandall Legal Group,2007,2689.4,14,2.1,3
Davis Polk & Wardwell,2007,2632.5,15,2.1,7
Bell Boyd & Lloyd,2007,2581.3,16,2,6
DLA Piper LLP,2007,2573,17,2,13
Wilson Sonsini Goodrich & Rosati,2007,2304.9,18,1.8,20
Kirkpatrick & Lockhart Preston Gates Ellis LLP,2007,2215.1,19,1.8,11
Cooley Godward LLP,2007,2205,20,1.7,19
Bingham McCutchen LLP,2007,2195.2,21,1.7,9
"Paul, Hastings, Janofsky & Walker",2007,2168.2,22,1.7,4
Kirkland & Ellis,2007,2118.7,23,1.7,8
Ropes & Gray,2007,2081.1,24,1.7,8
Baker Botts LLP,2007,1979.4,25,1.6,4
Venable LLP,2007,1902.5,26,1.5,6
Clifford Chance US LLP,2007,1895,27,1.5,2
Dechert,2007,1856.5,28,1.5,8
"Cravath, Swaine & Moore",2007,1815.2,29,1.4,5
Maples & Calder,2007,1810.4,30,1.4,11
Shearman & Sterling LLP,2007,1777.6,31,1.4,7
WilmerHale,2007,1706.3,32,1.4,15
Sidley Austin LLP,2007,1649.6,33,1.3,6
Goodwin Procter LLP,2007,1626.8,34,1.3,16
Andrews Kurth LLP,2007,1610.3,35,1.3,7
Greenberg Traurig,2007,1400.4,36,1.1,5
Mintz Levin Cohn Ferris Glovsky & Popeo,2007,1399,37,1.1,15
Ballard Spahr Andrews & Ingersoll,2007,1395,38,1.1,1
Hunton & Williams,2007,1390.2,39,1.1,4
Richards Layton & Finger,2007,1300.5,40,1,3
Weil Gotshal & Manges,2007,1260.4,41,1,2
Loeb & Loeb,2007,1247.8,42,1,9
Appleby Spurling & Kempe,2007,1172.6,43*,0.9,1
"Souza, Cescon, Avedissian, Barrieu e Flesch",2007,1172.6,43*,0.9,1
Ellenoff Grossman Schole & Cyruli,2007,1129,45,0.9,7
Morris Nichols Arsht & Tunnell,2007,940,46,0.7,2
Commerce & Finance Law Offices,2007,932.6,47,0.7,5
Holme Roberts & Owen,2007,882,48,0.7,1
"Paul, Weiss",2007,845.9,49,0.7,3
Vedder Price Kaufman & Kammholz,2007,840,50,0.7,1
Debevoise & Plimpton,2007,808.9,51,0.6,3
Gibson Dunn & Crutcher,2007,808.5,52,0.6,1
Dorsey & Whitney LLP,2007,803.1,53,0.6,7
Cleary Gottlieb Steen & Hamilton,2007,787.4,54,0.6,4
Reeder & Simpson PC,2007,727.6,55,0.6,3
Sutherland Asbill & Brennan LLP,2007,696.1,56,0.6,6
Morgan Lewis & Bockius,2007,649,57,0.5,2
Jingtian & Gongcheng,2007,632.9,58,0.5,3
Davis Wright Tremaine,2007,600,59,0.5,1
Fried Frank Harris Shriver & Jacobson,2007,599,60,0.5,2
King and Wood,2007,597.9,61,0.5,3
Appleby Spurling Hunter,2007,568.2,62,0.5,1
Chapman & Cutler,2007,529,63,0.4,3
Lionel Sawyer & Collins,2007,523,64,0.4,1
Haiwen & Partners,2007,521.5,65,0.4,2
Watson Farley & Williams,2007,514.8,66,0.4,2
"Akerman, Senterfitt & Edison",2007,502.5,67,0.4,3
Proskauer Rose LLP,2007,501.1,68,0.4,3
Cahill Gordon & Reindel,2007,484.5,69,0.4,2
Stroock & Stroock & Lavan,2007,469.7,70,0.4,5
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2007,466,71,0.4,5
Individual,2007,460,72,0.4,1
Morrison & Foerster,2007,445.6,73,0.4,5
Crowe & Dunlevy (OK),2007,442.5,74,0.4,1
Olshan Grundman Frome & Rosenzweig,2007,432.9,75,0.3,1
Hogan & Hartson,2007,432.7,76,0.3,5
Seward & Kissel (NY),2007,416,77,0.3,2
Goldfarb Levy Eran & Co,2007,400,78*,0.3,1
Kane Kessler,2007,400,78*,0.3,1
Jun He Law Offices,2007,395,80,0.3,4
Baker & McKenzie,2007,393.1,81,0.3,2
Fenwick & West LLP,2007,382.9,82,0.3,4
Heller Ehrman LLP,2007,380.2,83,0.3,4
Orrick Herrington & Sutcliffe LLP,2007,377.6,84,0.3,1
McCarthy Tetrault,2007,376.7,85*,0.3,1
Pepper Hamilton LLP,2007,376.7,85*,0.3,1
Holland & Knight LLP,2007,358.1,87,0.3,4
"Kaye, Scholer LLP",2007,350,88,0.3,2
"Carter, Ledyard & Milburn",2007,342.5,89,0.3,4
Fangda Partners,2007,324.5,90,0.3,1
Perkins Coie,2007,311.3,91,0.3,2
"Errecondo, Salaverri, Dellatorre, Gonzalez",2007,306.9,92,0.2,1
Pillsbury Winthrop Shaw Pitt LLP,2007,305.2,93,0.2,5
Thompson & Knight PC,2007,304.8,94,0.2,2
"Stinson, Morrison, Hecker LLP",2007,304.6,95,0.2,2
Kelley Drye & Warren,2007,300,96,0.2,2
Hooper,2007,297.1,97,0.2,1
Katten Muchin Rosenman LLP,2007,268.8,98,0.2,3
Walkers,2007,260.6,99,0.2,1
Tian Yuan Law Firm,2007,258.8,100,0.2,1
"Michael, Best & Friedrich (WI)",2007,256.6,101,0.2,1
Ice Miller LLP,2007,243.2,102,0.2,2
Stradley Ronon Stevens & Young,2007,235,103,0.2,1
"Fiddler, Gonzalez & Rodriguez (PR)",2007,233.5,104*,0.2,1
Pietrantoni Mendez & Alvarez,2007,233.5,104*,0.2,1
Jin Mao Law Firm,2007,231.7,106,0.2,1
Ober Kaler Grimes & Shriver,2007,222.5,107,0.2,1
Bracewell & Giuliani,2007,217,108,0.2,2
King & Spalding,2007,201.3,109,0.2,1
Covington & Burling,2007,200,110*,0.2,1
Porzio Bromberg & Newman PC,2007,200,110*,0.2,1
Fulbright & Jaworski,2007,186.2,112,0.2,3
Fox Mandal,2007,185.6,113*,0.2,1
Lenz & Staehelin,2007,185.6,113*,0.2,1
Stewart McKelvey Stirling Scales,2007,185.6,113*,0.2,1
Foley & Lardner,2007,185,116,0.2,2
Chen & Co Law Firm,2007,184.6,117,0.2,1
Stradling Yocca Carlson & Rauth,2007,179.9,118,0.1,2
Reitler Brown LLC,2007,167.8,119,0.1,2
Squire Sanders & Dempsey (US) LLP,2007,162,120,0.1,1
"Dorr, Baird & Lightner (MO)",2007,145.4,121,0.1,1
Yigal Arnon & Co,2007,143.6,122,0.1,2
Kramer Levin Naftalis & Frankel,2007,140,123,0.1,2
Zhong Lun Law Firm,2007,137.9,124,0.1,1
Troutman Sanders LLP,2007,136.3,125,0.1,2
DLA Piper Rudnick Gray Cary LLP,2007,132,126,0.1,3
Jones Day,2007,127.5,127,0.1,1
"Sheppard, Mullin, Richter & Hampton",2007,120,128*,0.1,1
Sullivan & Worcester LLP,2007,120,128*,0.1,2
NautaDutilh,2007,112,130,0.1,1
McGuireWoods LLP,2007,107.9,131,0.1,1
Global Law Office,2007,101.8,132,0.1,1
Arnold & Porter,2007,100,133*,0.1,1
LeBoeuf Lamb Greene & MacRae,2007,100,133*,0.1,1
Troy & Gould (CA),2007,100,133*,0.1,1
Ledgewood Law Firm PC,2007,99.6,136,0.1,1
Cozen & O'Connor,2007,99.5,137,0.1,2
"Duane, Morris & Heckscher (PA)",2007,86.3,138*,0.1,1
Naschitz Brandes & Co,2007,86.3,138*,0.1,1
Blackwell Sanders Peper Martin LLP,2007,86.1,140,0.1,1
Eaton & Van Winkle,2007,86,141,0.1,2
Hayden Bergman,2007,80,142,0.1,1
Sullivan & Triggs LLP,2007,78,143,0.1,1
Blackwell Sanders Matheny & Lombardi,2007,75,144*,0.1,1
Godfrey & Kahn,2007,75,144*,0.1,1
Morrison Cohen & Singer,2007,72,146,0.1,1
Karpan & White PC,2007,69,147,0.1,1
Oppenheimer Wolff & Donnelly,2007,63.3,148,0.1,1
Bass Berry & Sims PLC,2007,63,149,0.1,1
"Davis, Malm & D'Agostino",2007,60,150*,0.1,1
Eiseman Levine Lehrhaupt & Kakoyiannis PC,2007,60,150*,0.1,1
Seyfarth Shaw Fairweather & Geraldson,2007,60,150*,0.1,1
Fredrikson & Byron,2007,58.7,153,0.1,1
"Choate, Hall & Stewart LLP",2007,57.5,154,0.1,1
Jenkens & Gilchrist,2007,54.5,155,0,1
Ori Rosen & Co,2007,51.9,156*,0,1
White & Case LLP,2007,51.9,156*,0,1
Graubard Miller,2007,50,158,0,1
Stoel Rives LLP,2007,49.5,159,0,2
Foley Hoag & Eliot LLP,2007,48.7,160,0,1
Munger Tolles & Olson,2007,48,161,0,1
Thelen Reid & Priest LLP,2007,42.1,162,0,1
Foster Pepper Tooze LLP,2007,39.6,163,0,1
Kolesar & Leatham (NV),2007,30,164*,0,1
Thacher Proffitt & Wood,2007,30,164*,0,1
"Lahav, litvak-abadi",2007,28.4,166,0,1
Stikeman Elliott,2007,27,167,0,1
Steptoe & Johnson,2007,20.2,168,0,1
Fasken Martineau DuMoulin LLP,2007,20,169*,0,1
Jackson Walker LLP,2007,20,169*,0,1
"Woodburn, Wedge",2007,16.3,171,0,1
Cantor Arkema & Edmonds PC,2007,16.1,172,0,1
"Morse, Barnes-Brown & Pendleton, P.C.",2007,15,173,0,1
"Morse, Zelnick, Rose & Lander, L.L.P.",2007,14,174,0,1
Bryan Cave LLP,2007,6.4,175,0,1
Kirkpatrick & Lockhart Nicholson Graham LLP,2007,4,176,0,2
Mayer Brown Rowe & Maw,2007,1,177,0,1
White & Case LLP,2008,19730.9,1,38.2,2
"Cravath, Swaine & Moore",2008,2548.2,2,4.9,3
"Skadden, Arps, Slate, Meagher & Flom",2008,2138.8,3,4.2,7
Fried Frank Harris Shriver & Jacobson,2008,1870.8,4,3.6,3
"Akin, Gump, Strauss, Hauer & Feld",2008,1810,5,3.5,6
Latham & Watkins,2008,1727.1,6,3.4,10
Venable LLP,2008,1186.3,7,2.3,6
Baker & McKenzie,2008,1136.9,8,2.2,2
Vinson & Elkins LLP,2008,1113.1,9,2.2,6
Holme Roberts & Owen,2008,1104,10,2.1,1
"Paul, Weiss",2008,1090,11,2.1,2
Simpson Thacher & Bartlett,2008,1082.5,12,2.1,4
Schulte Roth & Zabel LLP,2008,1030,13,2,2
Kirkland & Ellis,2008,1000,14,1.9,2
O'Melveny & Myers,2008,858.8,15,1.7,3
Graubard Mollen & Miller,2008,857.8,16,1.7,11
Davis Polk & Wardwell,2008,818,17,1.6,4
Hogan & Hartson,2008,812.1,18,1.6,4
Ellenoff Grossman Schole & Cyruli,2008,789,19,1.5,8
Greenberg Traurig,2008,733,20,1.4,5
DLA Piper LLP,2008,720.9,21,1.4,3
Maples & Calder,2008,605.9,22,1.2,9
Milbank Tweed Hadley & McCloy,2008,600,23,1.2,1
Mintz Levin Cohn Ferris Glovsky & Popeo,2008,581,24,1.1,5
Kramer Levin Naftalis & Frankel,2008,566.8,25,1.1,3
Wilson Sonsini Goodrich & Rosati,2008,563.3,26,1.1,5
Sidley Austin LLP,2008,543.3,27,1.1,3
Squire Sanders & Dempsey (US) LLP,2008,494,28,1,2
Blake Cassels & Graydon,2008,460,29,0.9,1
Clifford Chance US LLP,2008,392,30,0.8,3
Conyers Dill & Pearman,2008,388.5,31,0.8,7
Cooley Godward LLP,2008,388.3,32,0.8,5
Andrews Kurth LLP,2008,358,33*,0.7,1
Holland & Hart,2008,358,33*,0.7,1
Ledgewood Law Firm PC,2008,350,35*,0.7,2
Proskauer Rose LLP,2008,350,35*,0.7,1
Richards Layton & Finger,2008,333.6,37,0.7,2
Weil Gotshal & Manges,2008,327.5,38,0.6,2
Commerce & Finance Law Offices,2008,304.1,39,0.6,3
Bingham McCutchen LLP,2008,300,40,0.6,1
Jingtian & Gongcheng,2008,256.3,41,0.5,2
Kirkpatrick & Lockhart Preston Gates Ellis LLP,2008,251.7,42,0.5,2
Foley & Lardner,2008,233.6,43,0.5,1
McDermott Will & Emery,2008,222,44,0.4,2
Loeb & Loeb,2008,218,45,0.4,3
Willkie Farr & Gallagher,2008,215.6,46,0.4,1
Dechert,2008,201.5,47,0.4,3
Gibson Dunn & Crutcher,2008,200,48,0.4,1
Walkers,2008,195,49,0.4,1
Cozen & O'Connor,2008,190,50,0.4,1
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2008,175,51,0.3,2
Locke Lord Bissell & Liddell,2008,169.6,52,0.3,1
Reeder & Simpson PC,2008,161,53,0.3,2
Hunton & Williams,2008,155.8,54,0.3,2
Baker Botts LLP,2008,150.9,55,0.3,1
Cleary Gottlieb Steen & Hamilton,2008,150,56*,0.3,1
Hughes Hubbard & Reed,2008,150,56*,0.3,1
Stibbe & Simont,2008,144,58,0.3,1
"Karr, Tuttle, Koch, Campbell",2008,143.8,59,0.3,1
Ballard Spahr Andrews & Ingersoll,2008,142,60,0.3,1
Sutherland Asbill & Brennan LLP,2008,141.2,61,0.3,1
Olshan Grundman Frome & Rosenzweig,2008,125,62,0.2,1
"Taft, Stettinius & Hollister (OH)",2008,120,63,0.2,1
Husch Blackwell Sanders LLP,2008,101.3,64,0.2,1
Alston & Bird,2008,100,65*,0.2,1
Hodgson Russ LLP,2008,100,65*,0.2,1
Jones Day,2008,100,65*,0.2,1
Stradling Yocca Carlson & Rauth,2008,100,65*,0.2,1
Stevens & Lee P.C.,2008,90,69,0.2,1
Ropes & Gray,2008,87.3,70,0.2,2
Debevoise & Plimpton,2008,86.3,71*,0.2,1
Goodwin Procter LLP,2008,86.3,71*,0.2,1
Fredrikson & Byron,2008,86.3,71*,0.2,1
Heller Ehrman LLP,2008,86.3,71*,0.2,1
"Paul, Hastings, Janofsky & Walker",2008,80,75,0.2,1
Fenwick & West LLP,2008,61.8,76,0.1,1
Bartlit Beck Herman Palenchar & Scott,2008,55,77*,0.1,1
Richardson & Patel LLP,2008,55,77*,0.1,1
Jun He Law Offices,2008,50,79*,0.1,1
Kim & Chang,2008,50,79*,0.1,1
Powell Goldstein Frazer & Murphy,2008,50,79*,0.1,1
Shearman & Sterling LLP,2008,49.1,82,0.1,1
Jincheng Tongda & Neal Law Firm,2008,47.5,83,0.1,1
Blank Rome LLP,2008,30,84,0.1,1
Kirkpatrick & Lockhart LLP,2008,18.4,85,0,1
Quarles & Brady,2008,7,86,0,1
Dill Dill & Carr,2008,5.1,87,0,1
K&L Gates,2008,4.3,88,0,2
Stroock & Stroock & Lavan,2008,2,89,0,2
Zhong Lun Law Firm,2008,1.7,90,0,1
Kelley Drye & Warren,2008,0,91*,0,1
WilmerHale,2008,0,91*,0,1
Davis Polk & Wardwell,2009,20016.1,1,37.3,6
Pinheiro Neto Advogados,2009,17032.2,2,31.8,2
Venable LLP,2009,3875.7,3,7.2,12
Latham & Watkins,2009,2592.7,4,4.8,7
"Skadden, Arps, Slate, Meagher & Flom",2009,2321.5,5,4.3,9
Simpson Thacher & Bartlett,2009,2221.2,6,4.1,9
K&L Gates,2009,2215.9,7,4.1,18
Clifford Chance US LLP,2009,2075.1,8,3.9,8
DLA Piper LLP,2009,2007.1,9,3.7,5
White & Case LLP,2009,2000,10,3.7,1
Hogan & Hartson,2009,1330.4,11,2.5,5
Conyers Dill & Pearman,2009,1239.7,12,2.3,3
Reed Smith LLP,2009,1124,13,2.1,2
Jade & Fountain PRC Lawyers,2009,1043.8,14,2,1
Bingham McCutchen LLP,2009,972.5,15,1.8,14
Maples & Calder,2009,957.2,16,1.8,8
Hunton & Williams,2009,867.6,17,1.6,4
Baker Donelson Bearman Caldwell & Berkowitz,2009,841.9,18,1.6,2
"Cravath, Swaine & Moore",2009,828,19,1.5,1
Kirkland & Ellis,2009,815.7,20,1.5,4
WongPartnership LLP,2009,745.2,21,1.4,1
Wilson Sonsini Goodrich & Rosati,2009,722.1,22,1.4,4
Proskauer Rose LLP,2009,718.8,23,1.3,1
Luse Lehman Gorman Pomerenk & Schick,2009,688.8,24,1.3,1
Arnall Golden & Gregory,2009,600,25*,1.1,1
Munger Tolles & Olson,2009,600,25*,1.1,1
Wilmer Cutler & Pickering,2009,560.2,27,1,2
Gibson Dunn & Crutcher,2009,546.4,28,1,2
Commerce & Finance Law Offices,2009,508.6,29,1,5
"Paul, Hastings, Janofsky & Walker",2009,500,30,0.9,1
Fried Frank Harris Shriver & Jacobson,2009,459,31,0.9,1
Dechert,2009,442.7,32,0.8,2
"Paul, Weiss",2009,422.5,33,0.8,1
Willkie Farr & Gallagher,2009,400,34,0.8,1
Walkers,2009,384,35,0.7,2
Fulbright & Jaworski,2009,355.8,36,0.7,3
Weil Gotshal & Manges,2009,332.7,37,0.6,3
Cooley Godward Kronish LLP,2009,330.5,38,0.6,2
Sidley Austin LLP,2009,320.1,39,0.6,2
McDermott Will & Emery,2009,300,40,0.6,1
Stoel Rives LLP,2009,290,41,0.5,1
Goodwin Procter LLP,2009,275,42,0.5,1
O'Melveny & Myers,2009,252.8,43,0.5,2
Claro y Cia,2009,252,44*,0.5,1
Machado Meyer Sendacz & Opice,2009,252,44*,0.5,1
Rodrigo Elias & Medrano,2009,252,44*,0.5,1
Sullivan & Worcester LLP,2009,230,47,0.4,1
Haynes & Boone,2009,225,48,0.4,1
Fangda Partners,2009,216,49,0.4,1
"Sheppard, Mullin, Richter & Hampton",2009,188,50,0.4,2
Baker & McKenzie,2009,179.7,51,0.3,1
Global Law Office,2009,176,52,0.3,1
Bell Boyd & Lloyd,2009,172.5,53,0.3,1
Campbells,2009,156,54,0.3,2
Cleary Gottlieb Steen & Hamilton,2009,151,55,0.3,1
Goulston & Storrs PC,2009,138,56,0.3,1
Husch Blackwell Sanders LLP,2009,137,57,0.3,2
Jingtian & Gongcheng,2009,132,58*,0.3,1
Shefsky & Froelich,2009,132,58*,0.3,1
Vinson & Elkins LLP,2009,90,60,0.2,1
Adams & Reese LLP,2009,85,61,0.2,1
Nixon Peabody LLP,2009,81.6,62,0.2,2
Winston & Strawn,2009,79.8,63,0.2,1
Jin Mao Law Firm,2009,72.8,64,0.1,1
Graubard Mollen & Miller,2009,68,65,0.1,2
Squire Sanders & Dempsey (US) LLP,2009,60,66,0.1,1
Pillsbury Winthrop Shaw Pitt LLP,2009,59.8,67,0.1,1
Karpan & White PC,2009,54.9,68,0.1,1
Tian Yuan Law Firm,2009,45,69,0.1,1
Han Kun Law Offices,2009,35.4,70,0.1,2
Greenberg Traurig,2009,26.7,71,0.1,1
Farris Vaughan Wills & Murphy,2009,25,72,0.1,1
"Anslow & Jaclin, LLP",2009,20,73*,0,1
AllBright Law Offices,2009,20,73*,0,1
"Sichenzia Ross & Friedman, LLP",2009,18,75*,0,1
Sinowing Law Firm LLP,2009,18,75*,0,1
Loeb & Loeb,2009,10.4,77,0,1
Chapman & Cutler,2009,0,78*,0,1
Thompson & Knight PC,2009,0,78*,0,1
Osler Hoskin & Harcourt LLP,2010,18287.5,1,24.5,2
Jenner & Block,2010,18140.1,2,24.3,1
Simpson Thacher & Bartlett,2010,10433.2,3,14,20
"Skadden, Arps, Slate, Meagher & Flom",2010,5888.2,4,7.9,22
Venable LLP,2010,5225,5,7,16
Bass Berry & Sims PLC,2010,4626.4,6,6.2,2
Vinson & Elkins LLP,2010,2930,7,3.9,8
Latham & Watkins,2010,2533.3,8,3.4,16
Maples & Calder,2010,2167.3,9,2.9,20
Conyers Dill & Pearman,2010,1951.8,10,2.6,21
Sullivan & Cromwell,2010,1781,11,2.4,6
K&L Gates,2010,1475.5,12,2,9
O'Melveny & Myers,2010,1442.4,13,1.9,6
DLA Piper LLP,2010,1438.7,14,1.9,11
Kirkland & Ellis,2010,1395.1,15,1.9,6
McDermott Will & Emery,2010,1346.9,16,1.8,2
Wilson Sonsini Goodrich & Rosati,2010,1288.3,17,1.7,8
Bingham McCutchen LLP,2010,1247,18,1.7,3
Goodwin Procter LLP,2010,1185.4,19,1.6,11
Husch Blackwell Sanders LLP,2010,1135,20,1.5,1
Ropes & Gray,2010,1116.8,21,1.5,5
Sidley Austin LLP,2010,1081.5,22,1.5,4
Hunton & Williams,2010,983.6,23,1.3,5
"Cravath, Swaine & Moore",2010,912.5,24,1.2,3
Hogan Lovells,2010,881.9,25,1.2,3
Scudder Law Firm,2010,872.9,26,1.2,1
"Paul, Hastings, Janofsky & Walker",2010,764.5,27,1,3
Commerce & Finance Law Offices,2010,761.7,28,1,5
Dechert,2010,759.4,29,1,6
"Elvinger, Hoss & Prussen",2010,750,30,1,1
Thompson & Knight PC,2010,690,31,0.9,1
Richards Layton & Finger,2010,672.6,32,0.9,2
Bennett Jones,2010,660.1,33*,0.9,1
Goodmans,2010,660.1,33*,0.9,1
Loyens & Loeff,2010,654.1,35,0.9,1
Chapman & Cutler,2010,645,36,0.9,1
King and Wood,2010,641.9,37,0.9,3
Wilmer Cutler & Pickering,2010,603.1,38,0.8,5
Jun He Law Offices,2010,594.8,39,0.8,6
Seward & Kissel (NY),2010,569,40,0.8,2
Gibson Dunn & Crutcher,2010,559.4,41,0.8,3
Greenberg Traurig,2010,554.1,42,0.7,2
Han Kun Law Offices,2010,524.5,43,0.7,8
Luse Lehman Gorman Pomerenk & Schick,2010,517.7,44,0.7,5
Clifford Chance US LLP,2010,500,45,0.7,1
De Brauw Blackstone Westbroek NV,2010,476,46,0.6,1
Cooley Godward Kronish LLP,2010,467.5,47,0.6,5
King & Spalding,2010,459.3,48,0.6,2
