FirmName,Year,IPO Revenue,IPO Rank,IPO Market Share,IPO Num of Issues
Robert M. Rogers,1986,25,141,0.1,1
Robinson Bradshaw & Hinson,1986,24.9,142,0.1,1
Sidley & Austin,1986,24.7,143,0.1,2
"Dilworth, Paxson, Kalish & Kauffman",1986,24,144,0.1,2
"Thompson, Hine & Flory",1986,23.8,145,0.1,2
Miller Nash Wiener Hager Carlsen,1986,23.4,146,0.1,1
"Frank,Bernstein,Conway & Goldman",1986,23.1,147,0.1,2
"Kroll, Loeffler & Waggoner (CA)",1986,22.8,148,0.1,1
Hutchins & Wheeler,1986,22.2,149*,0.1,3
"Lewis, D'Amato, Brisbors & Bisgaard",1986,22.2,149*,0.1,1
"Oppenheimer, Rosenberg, Kelleher & Wheatley",1986,22.1,151,0.1,1
"Leeds, Schubert, Glassman, Schwartzberg",1986,21.8,152,0.1,1
Fowler-W,1986,21.7,153*,0.1,1
"Young, Scanlon & Sessums",1986,21.7,153*,0.1,1
Covington & Burling,1986,21.6,155,0.1,2
Manwell & Milton (CA),1986,21,156,0.1,1
Riordan & McKinzie,1986,20.9,157,0.1,2
Sutkowski & Washkuhn,1986,20.7,158,0.1,1
Morgan Lewis & Bockius,1986,20.6,159,0.1,2
Haynes & Boone,1986,20.2,160*,0.1,1
"Winstead, Sechrest & Minick",1986,20.2,160*,0.1,1
Buckingham Doolittle & Burroughs,1986,20.1,162*,0.1,1
"Howard & Howard Attorneys, P.C. (MI)",1986,20.1,162*,0.1,1
"Carro, Spanbock, Londin, Fass & Geller (NY)",1986,19.6,164*,0.1,1
Martin Tate Morrow & Martson,1986,19.6,164*,0.1,1
Stoel Rives Boley Jones & Grey,1986,19.6,164*,0.1,1
"Schwartz, Shapiro, Kelm & Warren (OH)",1986,19.5,167*,0.1,1
Schnader Harrison Segal & Lewis,1986,19.5,167*,0.1,2
Gardere & Wynne,1986,19.4,169*,0.1,2
"Smith, Gill",1986,19.4,169*,0.1,1
"Mesirov, Gelman, Jaffe, Cramer, & Jamieson (PA)",1986,19.3,171,0.1,2
Lindquist & Vennum,1986,18.6,172,0.1,2
Stinson Mag & Fizzell,1986,18.4,173,0.1,1
Epstein Becker Borsody & Green,1986,18.2,174,0.1,3
"Adams,Fox,Adelstein & Rosen",1986,18,175*,0.1,1
"Fowler,White Burnett,Hurley & Banick",1986,18,175*,0.1,4
Gallop Johnson & Newman (MO),1986,18,175*,0.1,1
Thompson & Knight PC,1986,17.9,178,0.1,1
Vedder Price Kaufman & Kammholz,1986,17.8,179,0.1,1
"Greenberg, Traurig, Askew",1986,17,180,0,2
LeBoeuf Lamb Leiby & MacRae,1986,16.7,181,0,2
Satterlee & Stephens,1986,16.5,182,0,1
Waller Lansden Dortch & Davis,1986,16.1,183,0,1
Davis Wright & Jones,1986,15.6,184,0,1
Nelson & Harding,1986,15.5,185,0,1
Haskell Slaughter & Young,1986,15,186*,0,1
"Harter, Secrest & Emery (NY)",1986,15,186*,0,1
"Bell, Kalnick, Beckman, Kleen & Green",1986,14.9,188,0,2
Individual,1986,14.6,189,0,20
"Fox, Edwards, Gardiner & Brown",1986,14.5,190,0,1
"Schifino, Fleischer & Neal",1986,14.4,191,0,2
Dorsey & Whitney LLP,1986,14.3,192,0,3
"Graydon, Head & Ritchey (OH)",1986,13.8,193,0,1
Gray Cary Ames & Frye,1986,13.3,194*,0,2
Sachnoff Weaver & Rubenstein,1986,13.3,194*,0,1
Lord Bissell & Brook,1986,13.2,196,0,1
Golenbock,1986,13,197,0,1
Pillsbury Madison & Sutro,1986,12.9,198,0,1
"Gunster, Yoakley, Criser & Stewart",1986,12.6,199*,0,1
Proskauer Rose Goetz & Mendelson,1986,12.6,199*,0,1
"Streich, Lang, Weeks & Cardon (AZ)",1986,12.6,199*,0,1
Gaston Snow & Ely Bartlett,1987,2329.6,1,7.7,9
Schiff Hardin & Waite,1987,1870,2,6.2,3
Shearman & Sterling,1987,1580.2,3,5.2,2
Bell Boyd & Lloyd,1987,1300,4,4.3,1
General Counsel,1987,1265.4,5,4.2,16
Ropes & Gray,1987,1139.2,6,3.8,5
Latham & Watkins,1987,1118.5,7,3.7,8
"Paul, Weiss",1987,853.6,8,2.8,3
Dechert Price & Rhoads,1987,824,9,2.7,4
Willkie Farr & Gallagher,1987,713.7,10,2.4,2
Sullivan & Cromwell,1987,673.7,11,2.2,5
Andrews Kurth LLP,1987,664,12,2.2,2
Seward & Kissel (NY),1987,552,13,1.8,1
Simpson Thacher & Bartlett,1987,506,14,1.7,2
"Skadden, Arps, Slate, Meagher & Flom",1987,454.3,15,1.5,3
Stroock & Stroock & Lavan,1987,450,16,1.5,1
O'Melveny & Myers,1987,437.3,17,1.4,3
Cleary Gottlieb Steen & Hamilton,1987,432.5,18,1.4,2
Vinson & Elkins LLP,1987,285,19,0.9,2
Gibson Dunn & Crutcher,1987,284.8,20,0.9,5
Katten Muchin & Zavis (Borge & Pitt-IL),1987,261.2,21,0.9,1
Lane Edson,1987,247.5,22,0.8,3
Sidley & Austin,1987,241.5,23,0.8,1
Debevoise & Plimpton,1987,234.1,24,0.8,2
Brobeck Phleger & Hantson (CA),1987,231.9,25,0.8,8
Gordon Hurwitz Butowsky,1987,226.5,26,0.7,1
Brown & Wood,1987,220.6,27,0.7,4
"Dykema, Gossett, Spencer, Goodnow & Trigg",1987,172.1,28,0.6,2
Pepper Hamilton & Scheetz,1987,150.2,29,0.5,2
"Thacher, Jones, Casey & Ratcliff (CA)",1987,145.5,30,0.5,2
Kirkland & Ellis,1987,136.3,31,0.5,3
Kelley Drye & Warren,1987,134.3,32,0.4,3
Cooley Godward Castro Huddleson & Tatum,1987,133.8,33,0.4,5
Heller Ehrman White & McAuliffe,1987,130.1,34,0.4,5
"Elias, Matz, Tiernan & Herrick",1987,127.9,35,0.4,11
Weil Gotshal & Manges,1987,126.1,36,0.4,2
Covington & Burling,1987,118.5,37,0.4,3
"Mitchell, Silberberg & Knupp",1987,117.8,38,0.4,3
"Howard & Howard Attorneys, P.C. (MI)",1987,115.5,39,0.4,1
"Dewey, Ballantine, Bushby, Palmer & Wood",1987,111.8,40,0.4,2
Edwards & Angell,1987,103.5,41,0.3,1
Reed & Reed P.C.,1987,100.7,42,0.3,1
"Jacobs, Persinger & Parker",1987,100.1,43,0.3,2
"Hufstedler, Miller, Carlson & Bear",1987,100,44,0.3,1
"O'Connor, Cavanaugh, Anderson, Westover",1987,96.5,45,0.3,2
Foley Hoag & Eliot LLP,1987,95.1,46,0.3,4
Drinker Biddle & Reath LLP,1987,93.8,47,0.3,1
Cahill Gordon & Reindel,1987,93.2,48,0.3,1
Reavis & McGrath,1987,92.6,49,0.3,2
Perkins Coie,1987,90.6,50,0.3,3
Dinsmore & Shohl,1987,86.3,51,0.3,1
Bryan Cave LLP,1987,83.8,52,0.3,2
"Rooks, Pitts & Poust",1987,72,53,0.2,1
"Muldoon, Murphy & Faucette",1987,71.8,54,0.2,8
Pillsbury Madison & Sutro,1987,69.6,55,0.2,2
Rudnick & Wolfe,1987,69,56,0.2,2
Powell Goldstein Frazer & Murphy,1987,68.6,57,0.2,4
"Armstrong, Hirsch & Levine",1987,67.9,58,0.2,1
"Jaeckle, Fleischmann & Mugel",1987,67.4,59,0.2,1
"Abrams,Anton,Robbins, Resnic",1987,67.1,60,0.2,1
Testa Hurwitz & Thibeault,1987,66.3,61,0.2,7
Moore & Peterson (TX),1987,63.6,62,0.2,2
Gaston Snow Beekman Bogue,1987,60,63,0.2,1
Ware & Freidenrich,1987,59.4,64,0.2,3
Squire Sanders & Dempsey (US) LLP,1987,58.7,65,0.2,3
Wilson Sonsini Goodrich & Rosati,1987,58.6,66,0.2,4
"Houston, Houston & Donnely",1987,57.5,67,0.2,1
Haynes & Boone,1987,53.8,68,0.2,2
"Trotter, Smith & Jacobs (GA)",1987,53.4,69,0.2,3
Goodwin Procter & Hoar,1987,52.2,70,0.2,1
"Chadbourne, Parke, Whiteside & Wolff",1987,50.8,71*,0.2,1
McCarthy & McCarthy,1987,50.8,71*,0.2,1
Davis Polk & Wardwell,1987,50,73,0.2,1
Fried Frank Harris Shriver & Jacobson,1987,48,74,0.2,1
Coudert Brothers,1987,47.9,75,0.2,1
Foley & Lardner,1987,47.1,76,0.2,3
Schulte Roth & Zabel LLP,1987,46.6,77,0.2,1
"Finley, Kumble, Wagner, Heine, Underberg",1987,44,78,0.1,6
"Hall, Estill, Hardwick, Gable, Golden",1987,42.6,79,0.1,1
Shea & Gould,1987,42.2,80,0.1,4
Feit & Ahrens,1987,42,81,0.1,2
Riordan & McKinzie,1987,41.4,82,0.1,2
"Semmes, Bowen & Semmes (MD)",1987,40.6,83,0.1,1
McCarter & English (NJ),1987,40.4,84,0.1,1
Stradling Yocca Carlson & Rauth,1987,40,85,0.1,1
"Altman Kritzer & Levick, P.C.",1987,39,86,0.1,1
"Mayor, Day & Caldwell & Keeton (TX)",1987,38.9,87,0.1,1
"Worsham, Forsythe, Sampels & Wooldridge",1987,38.8,88,0.1,1
Curtis Mallet-Prevost Colt & Mosle,1987,38.6,89,0.1,1
Wyatt Tarrant & Combs,1987,38.1,90,0.1,1
Hale & Dorr LLP,1987,37.8,91,0.1,2
Morris Nichols Arsht & Tunnell,1987,37.5,92,0.1,1
Gaston Snow Moya Bailey Bowers & Jones,1987,37.1,93,0.1,3
"Maun,Green,Hayes,Simon & Brehl",1987,36.8,94,0.1,1
Bingham Dana & Gould,1987,36.5,95,0.1,1
Jones Walker Waechter Poitevent Carrere & Denegre,1987,36.3,96*,0.1,1
"Locke, Purnell, Boren, Laney, and Neely (TX)",1987,36.3,96*,0.1,2
"Schatz, Schatz, Ribicoff & Kotkin (CT)",1987,35.8,98,0.1,1
Hamel & Park,1987,35.7,99,0.1,1
Housley Goldberg & Kantarian,1987,34.1,100,0.1,5
Whyte & Hirschboeck (WI),1987,32.6,101,0.1,1
Webster & Sheffield,1987,32.2,102*,0.1,1
"Wyche, Burgess, Freeman & Parham (SC)",1987,32.2,102*,0.1,1
"Silver, Freedman & Taff",1987,32,104,0.1,3
Holme Roberts & Owen,1987,31.5,105*,0.1,1
"Salon, Marrow & Dyckman",1987,31.5,105*,0.1,1
Sonnenschein Carlin Nath & Rosenthal,1987,31,107,0.1,1
"Harter, Secrest & Emery (NY)",1987,30,108,0.1,1
Baker & Hostetler LLP,1987,29.9,109,0.1,2
"Adams, Duque & Hazeltine",1987,28.3,110,0.1,1
"Day, Berry & Howard",1987,26.9,111,0.1,3
Thompson & Knight PC,1987,25.9,112,0.1,1
Miller & Darr,1987,24.2,113*,0.1,1
O Sullivan Graer & Karabell LLP,1987,24.2,113*,0.1,1
Kraft & Hughes (NJ),1987,23.9,115,0.1,3
Stein & Lubin LLP,1987,23.6,116,0.1,1
LeBoeuf Lamb Leiby & MacRae,1987,23.4,117,0.1,1
"Cadwalader, Wickersham & Taft",1987,23.2,118,0.1,1
Chapman & Cutler,1987,23,119,0.1,1
"Reinhart, Boerner, Van Deuren, Norris & Rieselbach",1987,22.4,120,0.1,3
"Foster, Pepper & Riviera",1987,22.3,121,0.1,1
Kindel & Anderson (CA),1987,22,122*,0.1,1
Brown Rudnick Freed & Gesmer,1987,22,122*,0.1,2
Hughes Hubbard & Reed,1987,20.8,124*,0.1,1
Troy & Gould (CA),1987,20.8,124*,0.1,3
"Frank,Bernstein,Conway & Goldman",1987,20.7,126*,0.1,1
Ice Miller LLP,1987,20.7,126*,0.1,1
Sachnoff Weaver & Rubenstein,1987,20.3,128,0.1,1
"Fenwick, Davis & West",1987,20.1,129,0.1,1
Carlor,1987,20,130*,0.1,1
"Kohrman, Jackson & Weiss Co (OH)",1987,20,130*,0.1,1
McConnell Valdez,1987,19.9,132,0.1,1
Baker & Kirk,1987,19.8,133,0.1,1
Morgan Lewis & Bockius,1987,19.4,134*,0.1,3
Serchuk & Zelermyer,1987,19.4,134*,0.1,1
"Duane, Morris & Heckscher (PA)",1987,19.3,136*,0.1,1
"Greenberg, Traurig, Askew",1987,19.3,136*,0.1,2
"Freshman, Marantz, Orlanski, Cooper",1987,19.2,138,0.1,4
"Kramer, Levin, Nessen, Kamin & Frankel",1987,18.8,139,0.1,2
Rosenblum Parish & Bacigalupi,1987,18.7,140,0.1,1
Marks Murase & White,1987,18.6,141,0.1,1
Bogle & Gates (WA),1987,18.5,142,0.1,1
"Jackson, Walker & Winsteed",1987,17.9,143,0.1,1
"Gross, Shuman, Brizdle & Gilfillan",1987,17.3,144,0.1,1
"Battle, Fowler, Haffin & Kheel (NY)",1987,17.1,145*,0.1,1
"Nutter, McClennen & Fish (MA)",1987,17.1,145*,0.1,2
Brice & Mankoff Pc,1987,16.8,147,0.1,1
"Robinson, Silverman, Pearce, Aronsohn",1987,16.5,148,0.1,1
Macdonald Halsted & Laybourne,1987,16.4,149,0.1,1
Summit Rovins & Feldesman,1987,16.3,150,0.1,3
"Sessions, Fishman, Rosenson",1987,16.1,151,0.1,1
"Kaye, Scholer, Fierman, Hays & Handler",1987,15.9,152,0.1,1
Baker & Botts,1987,14.9,153,0.1,1
Cors Bassett Kohlhepp Halloran & Moran,1987,14.4,154*,0.1,1
"Davis, Graham & Stubbs",1987,14.4,154*,0.1,2
"Saul, Ewing, Remick & Saul (PA)",1987,14.4,154*,0.1,1
Neal Gerber & Eisenberg,1987,14.3,157,0.1,1
"Braemer, Abelson & Hitchner",1987,14.2,158,0.1,1
Alston & Bird,1987,13.5,159*,0,2
Quarles & Brady (WI),1987,13.5,159*,0,1
Williams&Connolly,1987,12.9,161,0,1
Dornbush Mensch Mandelstam Silverman,1987,12.2,162,0,2
"Keating, Muething & Klekamp (FL)",1987,12.1,163,0,1
"Blank, Rome, Comisky & Mccauley",1987,12,164*,0,2
Kimball Parr Crockett & Waddoups,1987,12,164*,0,1
"Sheppard, Mullin, Richter & Hampton",1987,12,164*,0,1
McGrath North O'Malley & Kratz,1987,11.7,167,0,1
"Bachner, Tally, Polevoy & Misher",1987,11.5,168*,0,3
Baer Marks & Upham Inc,1987,11.5,168*,0,1
"Becker, Ross, Stone, Destefano",1987,11.5,168*,0,1
Dreyer Traub,1987,11.5,168*,0,1
"Hill, Hill & Dickenson",1987,11.5,168*,0,1
Waller Lansden Dortch & Davis,1987,11.4,173,0,2
Lanier Shaving & Herring,1987,11,174*,0,1
"Miller, Singer & Raives",1987,11,174*,0,1
"Tenzer, Greenblatt, Fallon & Kaplan",1987,11,174*,0,2
Csaplar & Bok (MA),1987,10.9,177*,0,1
"Marchi, Jaffe, Cohen, Crystal, Rosner",1987,10.9,177*,0,1
Crowe & Dunlevy (OK),1987,10.7,179,0,2
"Luce, Forward, Hamilton & Scripps",1987,10.5,180,0,1
Faegre & Benson,1987,10.4,181,0,1
"Spengler, Nathanson, Heyman, McCathy & Durfee",1987,10.3,182,0,1
"Moskowitz, Altman & Frankel",1987,10.2,183*,0,3
Paxton & Seasongood,1987,10.2,183*,0,1
"Davis, Malm & D'Agostino",1987,10,185,0,1
Tuttle & Taylor,1987,9.9,186,0,1
"Holtzmann,Wise & Shepard",1987,9.7,187*,0,2
Winston & Strawn,1987,9.7,187*,0,1
Fredrikson & Byron,1987,9.4,189*,0,4
Schell Bray Aycock Abel & Livingstone,1987,9.4,189*,0,1
"Nixon, Yow, Waller & Capers (GA)",1987,9.2,191*,0,1
"O'Connor, Broude & Snyder",1987,9.2,191*,0,2
"Hill, Betts & Nash",1987,8.9,193*,0,1
Waring & Cox,1987,8.9,193*,0,1
"Hall, Mcnicol, Hamilton & Clark",1987,8.8,195,0,1
Zimet Haines Moss & Friedman,1987,8.6,196,0,1
Rafael & Efrati,1987,8.5,197,0,2
Gelberg & Abrams,1987,8.2,198*,0,1
Robinson Bradshaw & Hinson,1987,8.2,198*,0,1
Rosenberg-T,1987,8.1,200,0,1
Ropes & Gray,1988,2620,1,7.8,4
Gaston & Snow,1988,2420.2,2,7.2,5
Seward & Kissel (NY),1988,1623.1,3,4.8,7
Dechert Price & Rhoads,1988,1594,4,4.7,5
Miles & Stockbridge,1988,1554.5,5,4.6,2
Simpson Thacher & Bartlett,1988,1265,6,3.8,1
Shereff Friedman Hoffman & Goodman,1988,1190,7,3.5,2
Chapman & Cutler,1988,984.4,8,2.9,3
Schiff Hardin & Waite,1988,926.2,9,2.8,4
Brown & Wood,1988,884.5,10,2.6,4
Rosenman Colin Freund Lewis & Cohen,1988,603.8,11,1.8,1
Perkins Coie,1988,576.2,12,1.7,4
Goodwin Procter & Hoar,1988,511.8,13,1.5,3
Stroock & Stroock & Lavan,1988,438.2,14,1.3,7
Kirkpatrick & Lockhart LLP,1988,432.1,15,1.3,4
Gordon Hurwitz Butowsky,1988,398.5,16,1.2,2
Dorsey & Whitney LLP,1988,367.4,17,1.1,2
Gibson Dunn & Crutcher,1988,358.3,18,1.1,4
"Skadden, Arps, Slate, Meagher & Flom",1988,346,19,1,3
Barbour Goolsby & Spellman,1988,345,20,1,1
Willkie Farr & Gallagher,1988,314.8,21,0.9,4
"Ashinoff, Ross & Goldman",1988,306.3,22*,0.9,1
Maples & Calder,1988,306.3,22*,0.9,1
Sullivan & Worcester LLP,1988,271,24,0.8,2
Debevoise & Plimpton,1988,266.3,25,0.8,2
White & Case LLP,1988,257.6,26,0.8,2
Sullivan & Cromwell,1988,255.4,27,0.8,2
Robert M. Rogers,1988,244,28,0.7,2
Cahill Gordon & Reindel,1988,223.5,29,0.7,2
Andrews Kurth LLP,1988,200,30,0.6,1
Bracewell & Patterson,1988,197.8,31,0.6,1
Kirkland & Ellis,1988,192.4,32,0.6,3
"O'Connor, Cavanaugh, Anderson, Westover",1988,161.5,33*,0.5,2
Wilson Sonsini Goodrich & Rosati,1988,161.5,33*,0.5,9
Hunton & Williams,1988,155.1,35,0.5,3
Baker & Hostetler LLP,1988,144.2,36,0.4,1
Shearman & Sterling,1988,129.5,37,0.4,1
Carter & Associates,1988,122.9,38,0.4,2
Cleary Gottlieb Steen & Hamilton,1988,105.4,39*,0.3,1
Johnson Stokes & Master,1988,105.4,39*,0.3,1
"Miro, Miro & Weiner",1988,99.1,41,0.3,1
Hale & Dorr LLP,1988,96.9,42,0.3,4
"Locke, Purnell, Boren, Laney, and Neely (TX)",1988,89.1,43,0.3,1
Davis Polk & Wardwell,1988,82.8,44,0.3,2
Jones Walker Waechter Poitevent Carrere & Denegre,1988,82.5,45,0.2,1
Drinker Biddle & Reath LLP,1988,79.1,46,0.2,1
Heller Ehrman White & McAuliffe,1988,70.7,47,0.2,1
Bogle & Gates (WA),1988,70.4,48,0.2,1
Ballard Spahr Andrews & Ingersoll,1988,68.4,49,0.2,1
Schell Bray Aycock Abel & Livingstone,1988,64.9,50,0.2,1
Mayer Brown & Platt,1988,62.5,51,0.2,1
Kronish Lieb Weiner & Hellman,1988,57,52,0.2,2
Bryan Cave LLP,1988,56,53,0.2,1
Vargas & Bartlett,1988,52,54,0.2,1
"Shefsky, Saitlin & Froelich",1988,51.8,55,0.2,1
Eckert Seamans Cherin & Mellot,1988,51.6,56,0.2,1
The Pope Law Firm (PA),1988,50.6,57,0.2,1
"Kaye, Scholer, Fierman, Hays & Handler",1988,49.4,58,0.2,1
"Capell, Howard, Knabe & Cobbs, P.A. (AL)",1988,47.2,59,0.1,1
"Cadwalader, Wickersham & Taft",1988,46.3,60,0.1,1
"Winstead, Sechrest & Minick",1988,46.2,61,0.1,2
Pillsbury Madison & Sutro,1988,45.5,62,0.1,1
Cooley Godward Castro Huddleson & Tatum,1988,44.9,63,0.1,3
Fried Frank Harris Shriver & Jacobson,1988,39.5,64,0.1,1
Piper & Marbury,1988,37.6,65,0.1,2
Housley Goldberg & Kantarian,1988,34.9,66,0.1,6
Sidley & Austin,1988,34.5,67,0.1,2
Sutherland Asbill & Brennan LLP,1988,33.1,68,0.1,1
"Muldoon, Murphy & Faucette",1988,29.1,69,0.1,4
R.P. Wolf (SC),1988,27.9,70,0.1,1
"Streich, Lang, Weeks & Cardon (AZ)",1988,27.6,71,0.1,1
"Thompson, Hine & Flory",1988,27,72*,0.1,1
Vinson & Elkins LLP,1988,27,72*,0.1,1
"Paul, Weiss",1988,26.6,74,0.1,2
Donovan Leisure Newton & Irvine,1988,25.3,75,0.1,1
"Emens, Hurd, Kegler & Ritter",1988,25,76,0.1,1
Ware & Freidenrich,1988,23.3,77,0.1,1
Richards O'Neil & Allegaert (NY),1988,22.5,78,0.1,1
Holme Roberts & Owen,1988,21.6,79,0.1,1
Stoel Rives Boley Jones & Grey,1988,20.1,80,0.1,2
General Counsel,1988,19.4,81,0.1,8
"Elias, Matz, Tiernan & Herrick",1988,19.2,82*,0.1,4
"Pullman, Comley, Bradley & Reeves (CT)",1988,19.2,82*,0.1,1
"Goodkind,Wechsler,Labaton & R*",1988,19,84,0.1,1
"Bachner, Tally, Polevoy & Misher",1988,17.6,85,0.1,3
Lathrop Norquist & Miller (MO),1988,16.9,86,0.1,1
Fine Jacobson Schwartz Nash Block,1988,16.7,87,0.1,2
Varnum Riddering Schmidt & Howlett (MI),1988,15.9,88,0.1,1
"Hopkins, Mitchell & Carley",1988,15.5,89*,0.1,1
Riordan & McKinzie,1988,15.5,89*,0.1,2
Best & Flanagan,1988,15.2,91*,0,1
McGuire Woods Battle & Boothe,1988,15.2,91*,0.1,1
"Doherty, Rumble & Butler (MN)",1988,15,93,0,1
"Fenwick, Davis & West",1988,14.5,94*,0,1
"Tenzer, Greenblatt, Fallon & Kaplan",1988,14.5,94*,0,3
"Burns,Baurmert & Cummings",1988,14.3,96,0,1
"Kramer, Levin, Nessen, Kamin & Frankel",1988,13.8,97*,0,1
"Koransky,Friedman,Cohen & Sol*",1988,13.8,97*,0,2
Powell Goldstein Frazer & Murphy,1988,13.8,97*,0,1
"Schifino, Fleischer & Neal",1988,13.7,100,0,1
Individual,1988,13.4,101,0,7
Bishop Liberman Cook Purcell & Reynold (NV),1988,11.7,102,0,1
Latham & Watkins,1988,10.9,103,0,2
Not Available,1988,10.3,104,0,2
Alston & Bird,1988,9.5,105,0,1
"Arvey, Hodes,Costello & Burma",1988,8.9,106,0,1
Blau Kramer Wactle & Lieberman,1988,8.4,107,0,1
Hogan & Hartson,1988,8.1,108*,0,1
Sachnoff Weaver & Rubenstein,1988,8.1,108*,0,1
Reed & Reed P.C.,1988,7,110*,0,1
Zimet Haines Moss & Friedman,1988,7,110*,0,1
"Maynard, Cooper, Frierson & Gale (AL)",1988,6.9,112*,0,1
Shea & Gould,1988,6.9,112*,0,1
"Day, Berry & Howard",1988,6.8,114,0,1
Testa Hurwitz & Thibeault,1988,6.7,115,0,1
Parker Chapin Flattau & Klimpl,1988,6.6,116,0,2
Bingham Dana & Gould,1988,6.4,117,0,1
Botein Hays & Sklar,1988,6.3,118*,0,1
Certilman Haft Lebow Balin Buc,1988,6.3,118*,0,2
Coudert Brothers,1988,6,120*,0,1
Friedman-S,1988,6,120*,0,1
"Hill,Ward & Henderson",1988,6,120*,0,1
"Koether, Harris & Hoffman",1988,6,120*,0,1
O'Connor & Hannan,1988,6,120*,0,1
Summit Rovins & Feldesman,1988,6,120*,0,1
Edmunds Williams Sackett Baldwin & Graves (VA),1988,5.9,126,0,1
Wiley Rein & Fielding,1988,5.8,127,0,1
Baker & McKenzie,1988,5.7,128,0,1
McNair Law Firm,1988,5.4,129,0,1
Crowe & Dunlevy (OK),1988,5.3,130,0,1
Lowenstein Sandler Kohl Fisher & Boylan,1988,5,131*,0,1
O'Melveny & Myers,1988,5,131*,0,1
"Saul, Ewing, Remick & Saul (PA)",1988,5,131*,0,1
Barnes & Thornburg,1988,4.6,134*,0,1
Neal Gerber & Eisenberg,1988,4.6,134*,0,1
"Paul, Hasting & Janofsky",1988,4.3,136*,0,1
Schwartz & Freeman,1988,4.3,136*,0,1
"Silver, Freedman & Taff",1988,4.3,136*,0,1
Snow-K,1988,4.2,139,0,1
"Ravech, Aronson & Shuman",1988,4.1,140,0,1
Andrews Davis Legg Bixler Mils,1988,4,141*,0,1
"Norris, McLaughlin & Marcus",1988,4,141*,0,1
"Allen, Nelson, Hardy & Evans",1988,3.9,143,0,1
"Ireland, Stapleton, Pryor & Pascoe",1988,3.8,144*,0,1
Proskauer Rose Goetz & Mendelson,1988,3.8,144*,0,1
"Heller,Horowitz, & Feit",1988,3.6,146,0,1
Booth & Co,1988,3.5,147,0,1
"Abrams,Anton,Robbins, Resnic",1988,3.2,148*,0,1
Hall & Evans,1988,3.2,148*,0,1
Graham & Dunn,1988,3.1,150*,0,1
"Salon, Marrow & Dyckman",1988,3.1,150*,0,1
Halpern & Druch (MN),1988,2.9,152*,0,2
"Snow, Christensen & Martineau (UT)",1988,2.9,152*,0,1
Bower & Gardner (NY),1988,2.8,154,0,1
Bruck & Perry,1988,2.5,155*,0,1
Moyle & Draper,1988,2.5,155*,0,1
"Berlack, Israels & Liberman (PA)",1988,2.4,157*,0,1
"Looper, Reed, Ewing and McGraw",1988,2.4,157*,0,1
"Kohrman, Jackson & Weiss Co (OH)",1988,2.3,159*,0,1
"Williams,Parker,Harrison,Diet*",1988,2.3,159*,0,1
"Bell, Kalnick, Beckman, Kleen & Green",1988,2.1,161,0,1
Brown & Bain,1988,2,162*,0,1
"Davis, Graham & Stubbs",1988,2,162*,0,1
Gray Plant Mooty,1988,2,162*,0,1
"Krieg, Devault, Alexander, Capehart",1988,1.9,165,0,1
Rivkin Sherman and Levy (NY),1988,1.7,166,0,1
Troy & Gould (CA),1988,1.5,167,0,1
Morrison & Foerster,1988,1.2,168,0,1
"Friedman & Solomon, P.C.",1988,0.9,169,0,1
Michaels Wishner,1988,0.5,170,0,1
Broad & Cassel,1988,0,171*,0,1
Bradley Arant Rose & White LLP,1988,0,171*,0,2
"Hopper, Kanouff, Smith and Peryam (CO)",1988,0,171*,0,1
O Sullivan Graer & Karabell LLP,1988,0,171*,0,1
Porter Wright Morris & Arthur,1988,0,171*,0,1
Robinson & Cole,1988,0,171*,0,1
Womble Carlyle Sandridge & Rice PLLC,1988,0,171*,0,1
General Counsel,1989,2279.4,1,12.8,18
Schiff Hardin & Waite,1989,1642,2,9.3,4
Ropes & Gray,1989,1628.1,3,9.2,9
Gaston & Snow,1989,1509.7,4,8.5,6
"Skadden, Arps, Slate, Meagher & Flom",1989,770.3,5,4.3,6
Brown & Wood,1989,561,6,3.2,2
Stroock & Stroock & Lavan,1989,428.8,7,2.4,4
Chapman & Cutler,1989,327.1,8,1.8,2
Fried Frank Harris Shriver & Jacobson,1989,309.8,9,1.8,1
Andrews Kurth LLP,1989,304.9,10,1.7,2
Dorsey & Whitney LLP,1989,284.5,11,1.6,2
Proskauer Rose Goetz & Mendelson,1989,264,12,1.5,1
Wilson Sonsini Goodrich & Rosati,1989,229.3,13,1.3,5
Willkie Farr & Gallagher,1989,185.5,14,1.1,3
Sullivan & Worcester LLP,1989,179.4,15,1,1
Kirkpatrick & Lockhart LLP,1989,160.8,16,0.9,1
Sullivan & Cromwell,1989,152,17,0.9,2
"Michael, Best & Friedrich (WI)",1989,146,18,0.8,1
Ballard Spahr Andrews & Ingersoll,1989,140.3,19,0.8,3
Baker & Botts,1989,138.6,20,0.8,1
Fulbright & Jaworski,1989,138.3,21,0.8,3
Latham & Watkins,1989,118.6,22,0.7,2
Arent Fox Kintner Plotkin & Kahn,1989,116.5,23*,0.7,1
Robertson Stromberg,1989,116.5,23*,0.7,1
Carter & Associates,1989,113,25,0.6,3
Shea & Gould,1989,103.9,26,0.6,1
"Leonard, Street & Deinard",1989,93.8,27,0.5,1
Cooley Godward Castro Huddleson & Tatum,1989,92.9,28,0.5,4
"Paul, Weiss",1989,80.3,29,0.5,2
Weil Gotshal & Manges,1989,79.8,30,0.5,1
Wikborg Rein & Co,1989,79.2,31,0.5,1
