FirmName,Year,EquityBonds Revenue,EquityBonds Rank,EquityBonds Market Share,"EquityBonds Number of Issues"
Arnold & Porter,1998,4443.5,83,0,11
Reid & Priest,1998,4261.3,84,0,57
Kirkpatrick & Lockhart LLP,1998,4143,85,0,16
Jones Walker Waechter Poitevent Carrere & Denegre,1998,4045.2,86,0,8
Linklaters (Old),1998,3986.6,87,0,1
"Worsham, Forsythe, Sampels & Wooldridge",1998,3903.7,88,0,8
"Friday, Eldredge & Clark",1998,3748.6,89,0,8
Kelley Drye & Warren,1998,3649.3,90,0,3
"Akerman, Senterfitt & Edison",1998,3631.3,91,0,6
Pillsbury Madison & Sutro,1998,3483,92,0,10
Baer Marks & Upham Inc,1998,3443,93,0,6
Slaughter and May,1998,3433.8,94,0,2
Fenwick & West LLP,1998,3246.5,95,0,18
Troutman Sanders LLP,1998,3195.1,96,0,8
Baker & Daniels,1998,3097.3,97,0,47
Internal Legal Counsel of the Bank,1998,3000,98*,0,1
"John W. Blenke, Esq.",1998,3000,98*,0,1
Mallesons Stephen Jaques,1998,3000,98*,0,1
Clifford Chance,1998,2991.2,101,0,4
Squadron Ellenoff Plesent & Sheinfeld LLP,1998,2940.8,102,0,3
Sullivan & Worcester LLP,1998,2893.1,103,0,12
"Blank, Rome, Comisky & Mccauley",1998,2832.4,104,0,8
Rosenberg & Liebentritt,1998,2814.8,105,0,9
Sonnenschein Nath & Rosenthal,1998,2752.8,106,0,9
"Winstead, Sechrest & Minick",1998,2742.7,107,0,13
Perkins Coie,1998,2702.9,108,0,41
Hughes & Luce LLP,1998,2673.7,109,0,5
"Krieg, Devault, Alexander, Capehart",1998,2595,110,0,4
Wolf Block Schorr & Solis-Cohen LLP,1998,2568.2,111,0,15
Faegre & Benson,1998,2515.6,112,0,10
Mourant du Feu & Jeune,1998,2500,113,0,1
"Kramer Levin Naftalis Nessen, Kamin & Frankel",1998,2392.2,114,0,1
"Lester Morse, P.C.",1998,2359.2,115,0,3
Reed Smith Shaw & McClay (PA),1998,2346.5,116,0,4
Proskauer Rose Goetz & Mendelson,1998,2340.1,117,0,6
Dechert Price & Rhoads,1998,2322.8,118,0,37
Ropes & Gray,1998,2308.4,119,0,11
Katten Muchin & Zavis,1998,2305.7,120,0,6
Fredrikson & Byron,1998,2290.7,121,0,5
Bruckhaus Westrick Stegemann,1998,2284.6,122*,0,1
De Brauw Blackstone Westbroek,1998,2284.6,122*,0,1
Gide Loyrette Nouel,1998,2284.6,122*,0,1
Hale & Dorr LLP,1998,2256,125,0,18
Balch & Bingham LLP,1998,2252,126,0,8
Brobeck Phleger & Harrison LLP,1998,2210.1,127,0,24
Buchanan Ingersoll Professional Corp,1998,2198.3,128,0,14
Squire Sanders & Dempsey (US) LLP,1998,2194.5,129,0,9
Stinson Mag & Fizzell,1998,2179.3,130,0,4
"Dow, Lohnes & Albertson, (DC)",1998,2047.6,131,0,3
"Choate, Hall & Stewart LLP",1998,2010,132,0,11
"Thompson, Hine & Flory",1998,1983,133,0,6
Bose McKinney & Evans,1998,1942.3,134,0,13
"Katten, Muchin, Zavis, Pearl",1998,1886,135,0,18
Reed Smith Shaw & McClay,1998,1880.4,136,0,1
LeBoeuf Lamb Leiby & MacRae,1998,1868.3,137,0,7
"Thompson Coburn, St. Charles, Missouri",1998,1847.6,138,0,2
"Paul, Hastings, Janofsky & Walker",1998,1738.3,139,0,9
Baker & Hostetler LLP,1998,1730.9,140,0,14
Palmer & Dodge,1998,1727.5,141,0,11
McGrath North O'Malley & Kratz,1998,1665,142,0,1
Shaw Pittman Potts & Trowbridge,1998,1633.5,143,0,11
Holme Roberts & Owen,1998,1624.2,144,0,7
Pepper Hamilton LLP,1998,1617.4,145,0,7
Keleher & Mcleod,1998,1518.5,146,0,2
Yoong & Partners,1998,1483.2,147,0,1
Winthrop Stimson Putnam & Roberts,1998,1386.8,148,0,11
Wilmer Cutler & Pickering,1998,1372.3,149,0,9
Drinker Biddle & Reath LLP,1998,1355.5,150,0,5
Hutchins & Wheeler,1998,1345,151,0,6
Powell Goldstein Frazer & Murphy,1998,1325.9,152,0,4
Baker & McKenzie,1998,1324,153,0,6
"Akin, Gump, Hauer & Feld",1998,1280.6,154,0,5
"Berlack, Israels & Liberman",1998,1251.9,155,0,4
"Calfee, Halter & Griswold (OH)",1998,1250,156,0,3
Greenberg Traurig Hoffman Lipoff Rosen & Quentel,1998,1248.8,157,0,16
Foley & Lardner,1998,1214.4,158,0,13
Gardner Carton & Douglas,1998,1173.7,159,0,6
Gray Cary Ware & Freidenrich,1998,1168,160,0,10
Irell & Manella,1998,1162.3,161,0,7
Jenkens & Gilchrist,1998,1161.8,162,0,3
Porter Hedges LLP,1998,1151,163,0,7
Dow Lohnes & Albertson,1998,1132.5,164,0,7
Covington & Burling,1998,1120,165,0,3
McAfee & Taft,1998,1113.3,166,0,4
Brown & Platt,1998,1108,167,0,2
Hutchins Wheeler & Dittmar,1998,1107.5,168,0,10
Reboul MacMurray Hewitt Maynard & Kristol,1998,1106.6,169,0,3
Graubard Mollen Horowitz Pomeranz & Shapiro,1998,1100,170,0,2
Davis & Gilbert,1998,1096.7,171,0,2
Rosenman & Colin,1998,1095.2,172,0,3
Venture Law Group,1998,1075.5,173,0,8
Munger Tolles & Olson,1998,1073,174,0,3
Rosenman Colin Freund Lewis & Cohen,1998,1069.2,175,0,3
Locke Purnell Rain Harrall,1998,1063,176,0,8
"Graydon, Head & Ritchey",1998,1025.7,177,0,4
Porter Wright Morris & Arthur,1998,1018.1,178,0,10
Haskell Slaughter & Young,1998,1006.6,179,0,2
A&L Goodbody,1998,1000,180*,0,1
Milbank Tweed Hadley & McCloy (UK),1998,1000,180*,0,1
Nixon Hargrave Devans & Doyle,1998,997.6,182,0,7
Piper & Marbury,1998,993,183,0,11
Miller Nash Wiener Hager Carlsen,1998,972.9,184,0,22
Kilpatrick Stockton LLP,1998,944.7,185,0,6
Riordan & McKinzie,1998,932,186,0,9
Brouse & McDowell,1998,928.6,187,0,3
Lane Powell Spears Lubersky LLC,1998,899.9,188,0,2
Bracewell & Patterson,1998,890,189,0,12
Kramer Levin Naftalis & Frankel,1998,868,190,0,1
Steel Hector & Davis (FL),1998,866.4,191,0,3
Swidler & Berlin,1998,851,192,0,7
Proskauer Rose LLP,1998,831,193,0,9
Leavy Rosensweig & Hyman,1998,826.7,194,0,2
Blackwell Sanders Peper Martin LLP,1998,800,195*,0,1
Nagashima Ohno & Tsunematsu,1998,800,195*,0,2
Sonnenschein Carlin Nath & Rosenthal,1998,797,197,0,2
Bass Berry & Sims PLC,1998,794.7,198,0,5
Troutman Sanders Lockerman & Ashmore,1998,783.3,199,0,6
Quarles & Brady,1998,749.2,200,0,2
General Counsel,1999,4630552.6,1,41.6,6488
Brown & Wood,1999,1617708.2,2,14.5,347
Orrick Herrington & Sutcliffe LLP,1999,405249.9,3,3.6,204
"Cadwalader, Wickersham & Taft",1999,376619,4,3.4,110
Hunton & Williams,1999,364829,5,3.3,67
Thacher Proffitt & Wood,1999,228064.6,6,2.1,81
Cleary Gottlieb Steen & Hamilton,1999,199610.5,7,1.8,53
Morgan Lewis & Bockius,1999,130297.3,8,1.2,74
Mayer Brown & Platt,1999,130198,9,1.2,94
Dorsey & Whitney LLP,1999,72458.2,10,0.7,45
"Skadden, Arps, Slate, Meagher & Flom",1999,71922.8,11,0.7,92
Briggs & Morgan,1999,70836.3,12,0.6,9
Stroock & Stroock & Lavan,1999,70443,13,0.6,36
Simpson Thacher & Bartlett,1999,63223.6,14,0.6,91
O'Melveny & Myers,1999,60373.1,15,0.5,50
Sidley & Austin,1999,58753.4,16,0.5,35
Davis Polk & Wardwell,1999,58443.2,17,0.5,77
"Cravath, Swaine & Moore",1999,55886.1,18,0.5,48
Latham & Watkins,1999,53749.3,19,0.5,58
Dewey Ballantine,1999,52777.6,20,0.5,28
Baker & Botts,1999,42755.8,21,0.4,29
McGuire Woods Battle & Boothe,1999,42224.3,22,0.4,20
Schulte Roth & Zabel LLP,1999,41667.6,23,0.4,25
Ballard Spahr Andrews & Ingersoll,1999,40792.1,24,0.4,12
Sullivan & Cromwell,1999,37783.2,25,0.3,65
Winston & Strawn,1999,36634.3,26,0.3,33
Wilson Sonsini Goodrich & Rosati,1999,35608.9,27,0.3,95
Shearman & Sterling,1999,31892,28,0.3,58
Hughes & Luce LLP,1999,29149.2,29,0.3,8
Kirkland & Ellis,1999,28231.6,30,0.3,37
King & Spalding,1999,25600.1,31,0.2,14
Smith Helms Mulliss & Moore,1999,25364.8,32,0.2,35
Gibson Dunn & Crutcher,1999,24315,33,0.2,48
Willkie Farr & Gallagher,1999,23754.5,34,0.2,13
"Dewey, Ballantine, Bushby, Palmer & Wood",1999,22222.2,35,0.2,15
"Boult, Cummings, Conners & Berry",1999,20193.1,36,0.2,5
Weil Gotshal & Manges,1999,19486.3,37,0.2,89
Andrews Kurth LLP,1999,18663.2,38,0.2,30
"Paul, Hastings, Janofsky & Walker",1999,17422.1,39,0.2,7
Morrison & Foerster,1999,17151.6,40,0.2,30
"Dow, Lohnes & Albertson, (DC)",1999,16988.9,41,0.2,4
Milbank Tweed Hadley & McCloy,1999,16859.8,42,0.2,17
Jones Day Reavis & Pogue,1999,14631.2,43,0.1,17
"Thompson, Hine & Flory",1999,13577.9,44,0.1,12
Fried Frank Harris Shriver & Jacobson,1999,13543.3,45,0.1,35
Hogan & Hartson,1999,13496,46,0.1,33
Vinson & Elkins LLP,1999,12462.4,47,0.1,36
"Mitchell, Silberberg & Knupp",1999,11979.7,48,0.1,3
Brobeck Phleger & Harrison LLP,1999,11813,49,0.1,62
Buchanan Ingersoll Professional Corp,1999,11768.5,50,0.1,11
Richards Layton & Finger,1999,11081.9,51,0.1,21
"Keating, Muething & Klekamp",1999,10420.1,52,0.1,9
Ray Quinney & Nebeker,1999,9511.2,53,0.1,4
Barnes & Thornburg,1999,8868.4,54,0.1,7
"Paul, Weiss",1999,8730.1,55,0.1,19
Edwards & Angell,1999,8709.1,56,0.1,14
Arter & Hadden,1999,8490.4,57,0.1,13
Hughes Hubbard & Reed,1999,8014.8,58,0.1,5
"Krieg, Devault, Alexander, Capehart",1999,7793.6,59,0.1,6
Frederic C. Liskow,1999,7600,60,0.1,1
Thelen Reid & Priest LLP,1999,7599,61,0.1,15
Chapman & Cutler,1999,7574.4,62,0.1,5
Cooley Godward LLP,1999,7343,63,0.1,36
Cahill Gordon & Reindel,1999,7236.2,64,0.1,15
Drinker Biddle & Reath LLP,1999,7202.1,65,0.1,6
White & Case LLP,1999,6676.9,66,0.1,10
Debevoise & Plimpton,1999,6600,67,0.1,13
Baker & Daniels,1999,6509.6,68,0.1,36
Dechert Price & Rhoads,1999,6046.7,69,0.1,12
"Akerman, Senterfitt & Edison",1999,5803,70,0.1,10
Ropes & Gray,1999,5468.4,71,0.1,22
Hale & Dorr LLP,1999,5431.5,72,0.1,23
Williams&Connolly,1999,5368.4,73,0.1,3
Nagashima Ohno & Tsunematsu,1999,5356,74,0.1,2
Allens Arthur Robinson,1999,5156,75*,0.1,1
Fasken Martineau DuMoulin LLP,1999,5156,75*,0.1,1
Lovells,1999,5156,75*,0.1,1
Ritch Heather y Mueller SC,1999,5156,75*,0.1,1
"Akin, Gump, Strauss, Hauer & Feld",1999,5092.8,79,0.1,9
Mourant du Feu & Jeune,1999,5000,80,0,1
Pillsbury Madison & Sutro,1999,4971.6,81,0,9
Maples & Calder,1999,4951.6,82,0,4
Tobin & Tobin,1999,4937,83,0,7
Holme Roberts & Owen,1999,4786.8,84,0,12
Wachtell Lipton Rosen & Katz,1999,4560,85,0,13
Venture Law Group,1999,4476.7,86,0,21
Sidley Austin Brown & Wood,1999,4297.4,87,0,3
Nixon Hargrave Devans & Doyle,1999,4185.5,88,0,6
Mcdermott & Trayner,1999,4184.4,89,0,5
Heller Ehrman White & McAuliffe,1999,4109.5,90,0,12
McDermott Will & Emery,1999,4059.3,91,0,18
Morrison & Hecker (MO),1999,3989.6,92,0,3
Gray Cary Ware & Freidenrich,1999,3944.6,93,0,21
Fulbright & Jaworski,1999,3898.6,94,0,17
"Calfee, Halter & Griswold (OH)",1999,3675,95,0,1
Stevens & Lee P.C.,1999,3661.7,96,0,5
Steel Hector & Davis (FL),1999,3617.8,97,0,7
Fenwick & West LLP,1999,3565.3,98,0,16
Perkins Coie,1999,3505,99,0,44
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,1999,3272.9,100,0,21
Katten Muchin & Zavis,1999,3165.4,101,0,3
Thompson & Knight PC,1999,3146.1,102,0,12
Kutak Rock,1999,3126.9,103,0,5
Munger Tolles & Olson,1999,3065,104,0,2
Schiff Hardin & Waite,1999,3059.4,105,0,8
Bryan Cave LLP,1999,3008.7,106,0,10
"John W. Blenke, Esq.",1999,3000,107,0,1
Rosenman Colin Freund Lewis & Cohen,1999,2979.9,108,0,1
"Huff, Moran & Orron (NJ)",1999,2794.1,109,0,1
Holland & Knight LLP,1999,2647.7,110,0,7
"Akin, Gump, Hauer & Feld",1999,2641.2,111,0,3
Cooley Godward Castro Huddleson & Tatum,1999,2603.4,112,0,19
Reed Smith Shaw & McClay,1999,2550.1,113,0,2
Miles & Stockbridge (MD),1999,2543.7,114,0,2
Stoel Rives LLP,1999,2378.1,115,0,5
Foley & Lardner,1999,2274.1,116,0,12
Wolf Block Schorr & Solis-Cohen LLP,1999,2252.5,117,0,6
Baker & Hostetler LLP,1999,2227.7,118,0,6
Dow Lohnes & Albertson,1999,2212.5,119,0,4
Arnold & Porter,1999,2205.2,120,0,4
"Mayor, Day & Caldwell & Keeton (TX)",1999,2143.9,121,0,3
Rogers & Wells,1999,2136.1,122,0,6
Goodwin Procter & Hoar,1999,2056.6,123,0,16
Chadbourne & Parke,1999,2047.8,124,0,4
Thompson Coburn,1999,2001.1,125,0,5
Lovell White Durrant,1999,2000,126,0,1
Gable & Gotwals,1999,1993.6,127,0,5
"Kaye, Scholer, Fierman, Hays & Handler",1999,1958,128,0,6
Kirkpatrick & Lockhart LLP,1999,1924.7,129,0,13
Testa Hurwitz & Thibeault,1999,1820.2,130,0,14
Faegre & Benson,1999,1810.1,131,0,8
Stradley Ronon Stevens & Young,1999,1690.2,132,0,4
Eckert Seamans Cherin & Mellot,1999,1672.8,133,0,2
"Worsham, Forsythe, Sampels & Wooldridge",1999,1655.3,134,0,4
Godfrey & Kahn,1999,1654.6,135,0,8
Sullivan & Worcester LLP,1999,1651,136,0,4
"Berlack, Israels & Liberman",1999,1649.5,137,0,5
Gardner Carton & Douglas,1999,1602.1,138,0,8
Stokes & Bartholomew,1999,1600,139,0,2
Brown Brown,1999,1565.9,140,0,1
Blackwell Sanders Peper Martin LLP,1999,1554.2,141,0,5
Individual,1999,1548.9,142,0,9
Locke Liddell & Sapp LLP,1999,1510.2,143,0,4
Friedman & Kaplan,1999,1503.6,144,0,2
"Sheppard, Mullin, Richter & Hampton",1999,1500,145,0,1
Yoong & Partners,1999,1482.3,146,0,1
Troop Steuber Pasich Reddick & Tobey LLP,1999,1462.7,147,0,3
Kilpatrick & Cody,1999,1428.5,148,0,3
McNair Law Firm,1999,1425,149,0,4
Henson & Efron,1999,1400.4,150,0,3
Mintz Levin Cohn Ferris Glovsky & Popeo,1999,1371.5,151,0,4
Kelley Drye & Warren,1999,1319.9,152,0,5
Bell Boyd & Lloyd,1999,1266.5,153*,0,16
Covington & Burling,1999,1266.5,153*,0,2
Hutchins Wheeler & Dittmar,1999,1250.3,155,0,4
Bose McKinney & Evans,1999,1238,156,0,7
"Pryor, Cashman, Sherman & Flynn",1999,1194.5,157,0,1
Allen & Overy,1999,1169.7,158,0,4
Lowenstein Sandler PC,1999,1086.3,159,0,3
Winthrop Stimson Putnam & Roberts,1999,1084.4,160,0,7
"Silver, Freedman & Taff",1999,1037,161,0,2
Riordan & McKinzie,1999,1012.9,162,0,2
Herbert Smith,1999,1010,163,0,1
Clifford Chance (Paris),1999,1000,164*,0,1
Internal Legal Counsel of the Bank,1999,1000,164*,0,1
Mannheimer Swartling Advokatbyra,1999,1000,164*,0,1
Milbank Tweed Hadley & McCloy (UK),1999,1000,164*,0,1
Brown & Platt,1999,999,168,0,1
"Friedlob, Sanderson, Raskin, Paulson & Tourtillott",1999,979.8,169,0,1
"Taft, Stettinius & Hollister",1999,929.9,170,0,2
Clifford Chance,1999,905.5,171,0,3
Conner & Winters,1999,900,172,0,5
Troutman Sanders Lockerman & Ashmore,1999,899.6,173,0,2
Mcdermott Will & Emery,1999,895.7,174,0,3
Porter Hedges LLP,1999,874,175,0,7
Quarles & Brady,1999,859.6,176,0,5
McAfee & Taft,1999,836.9,177,0,2
"Witt, Gaither & Whitaker (TN)",1999,800,178,0,1
Howard Rice Nemerovsky Canady Falk & Rabkin,1999,798.8,179,0,10
Jenkens & Gilchrist,1999,791.3,180,0,5
Pepper Hamilton LLP,1999,784.5,181,0,4
Haynes & Boone,1999,772.3,182,0,5
Cooperman Levitt Winikoff Lester & Newman,1999,771.3,183,0,2
Christensen Miller Fink Jacobs Glaser Weil & Shapi,1999,770.2,184,0,2
Alston & Bird,1999,760.3,185,0,4
Nixon Peabody LLP,1999,753.5,186,0,1
LeBoeuf Lamb Greene & MacRae,1999,740.5,187,0,5
"Blank, Rome, Comisky & Mccauley",1999,737.8,188,0,2
Wyatt Tarrant & Combs,1999,715.9,189,0,3
Fleischman & Walsh,1999,698.7,190,0,2
"Stephens, Berg, Lasater & Schulman",1999,690,191,0,1
Minkin & Snyder,1999,687.3,192,0,2
Reboul MacMurray Hewitt Maynard & Kristol,1999,674.5,193,0,3
Altenburger & Partners,1999,673.5,194,0,1
"Paul, Hasting & Janofsky",1999,650,195,0,1
Lionel Sawyer & Collins,1999,649.7,196,0,2
Stinson Mag & Fizzell,1999,637.8,197,0,1
Vedder Price Kaufman & Kammholz,1999,607.6,198,0,5
Swidler & Berlin,1999,597.8,199,0,1
Kennedy Covington Lobdell & Hickman,1999,597.3,200,0,1
General Counsel,2000,1749704.9,1,27.7,4570
Brown & Wood,2000,884237.1,2,14,397
"Cadwalader, Wickersham & Taft",2000,255050.9,3,4,188
Hunton & Williams,2000,219553.2,4,3.5,40
Orrick Herrington & Sutcliffe LLP,2000,205683.7,5,3.3,192
Thacher Proffitt & Wood,2000,180153.4,6,2.9,101
Mayer Brown & Platt,2000,107357.4,7,1.7,63
Sidley & Austin,2000,82302.4,8,1.3,37
Stroock & Stroock & Lavan,2000,80311,9,1.3,31
"Skadden, Arps, Slate, Meagher & Flom",2000,75864.4,10,1.2,73
Latham & Watkins,2000,68620.7,11,1.1,92
Simpson Thacher & Bartlett,2000,56193.3,12,0.9,69
Davis Polk & Wardwell,2000,50284.6,13,0.8,81
Dorsey & Whitney LLP,2000,46451.1,14,0.7,40
Shearman & Sterling,2000,44218.6,15,0.7,58
Wilson Sonsini Goodrich & Rosati,2000,39653.3,16,0.6,124
McGuire Woods Battle & Boothe,2000,37401.9,17,0.6,20
Briggs & Morgan,2000,37347.8,18,0.6,9
Morgan Lewis & Bockius,2000,35126.7,19,0.6,33
O'Melveny & Myers,2000,33935.5,20,0.5,42
"Cravath, Swaine & Moore",2000,31331.4,21,0.5,40
Sullivan & Cromwell,2000,29354.3,22,0.5,39
Andrews Kurth LLP,2000,26226.3,23,0.4,28
Schulte Roth & Zabel LLP,2000,25470.6,24,0.4,33
"Bryan, Cave, McPheeters & McRoberts",2000,23679.3,25,0.4,11
Heller Ehrman White & McAuliffe,2000,22830.9,26,0.4,15
Wachtell Lipton Rosen & Katz,2000,22488.4,27,0.4,5
Bryan Cave LLP,2000,21873.6,28,0.4,5
Ballard Spahr Andrews & Ingersoll,2000,21800.4,29,0.3,9
"Mitchell, Silberberg & Knupp",2000,21765.7,30,0.3,8
Squire Sanders & Dempsey (US) LLP,2000,20167,31,0.3,2
Mcdermott & Trayner,2000,18978.9,32,0.3,4
Vinson & Elkins LLP,2000,18304.9,33,0.3,33
Kennedy Covington Lobdell & Hickman,2000,17255.4,34,0.3,4
Willkie Farr & Gallagher,2000,17094.4,35,0.3,17
Milbank Tweed Hadley & McCloy,2000,16681.9,36,0.3,17
Dewey Ballantine,2000,15544.2,37,0.3,6
Brobeck Phleger & Harrison LLP,2000,15172.4,38,0.2,60
Richards Layton & Finger,2000,14898.3,39,0.2,19
Kirkland & Ellis,2000,14768.4,40,0.2,33
"John W. Blenke, Esq.",2000,14728,41,0.2,14
Weil Gotshal & Manges,2000,14474.8,42,0.2,25
Schiff Hardin & Waite,2000,14252.9,43,0.2,5
Debevoise & Plimpton,2000,14244.6,44,0.2,9
"Dewey, Ballantine, Bushby, Palmer & Wood",2000,14199.1,45,0.2,13
Morrison & Hecker (MO),2000,14007.7,46,0.2,5
Dewey Ballantine LLP,2000,13945.9,47,0.2,5
Cooley Godward LLP,2000,13740.8,48,0.2,71
Winston & Strawn,2000,13682.5,49,0.2,14
Ray Quinney & Nebeker,2000,11984,50,0.2,3
Jones Day Reavis & Pogue,2000,11554.4,51,0.2,25
"Boult, Cummings, Conners & Berry",2000,11342.2,52,0.2,4
Fenwick & West LLP,2000,10733.8,53,0.2,21
Gibson Dunn & Crutcher,2000,10459.6,54,0.2,28
Bingham Dana & Gould,2000,10278.4,55,0.2,10
Hale & Dorr LLP,2000,10076.3,56,0.2,47
Perkins Coie,2000,9604.2,57,0.2,26
Smith Helms Mulliss & Moore,2000,8975.8,58,0.1,35
Hughes Hubbard & Reed,2000,8780.4,59,0.1,3
Baker & Botts,2000,8776.8,60,0.1,20
McGuire Woods & Battle,2000,8538.2,61,0.1,3
Fulbright & Jaworski,2000,8481.9,62,0.1,29
Hogan & Hartson,2000,8338.3,63,0.1,31
"Akin, Gump, Strauss, Hauer & Feld",2000,7963.2,64,0.1,10
Ropes & Gray,2000,7859,65,0.1,21
Pillsbury Madison & Sutro,2000,7560.5,66,0.1,20
Wolf Block Schorr & Solis-Cohen LLP,2000,7391.4,67,0.1,7
McGrath North O'Malley & Kratz,2000,6930.8,68,0.1,2
Covington & Burling,2000,6891.5,69,0.1,6
Barnes & Thornburg,2000,6543.1,70,0.1,4
"Krieg, Devault, Alexander, Capehart",2000,6138,71,0.1,6
Cleary Gottlieb Steen & Hamilton,2000,6054,72,0.1,12
Mallesons Stephen Jaques,2000,6000,73,0.1,2
Fried Frank Harris Shriver & Jacobson,2000,5597.8,74,0.1,34
"Paul, Hastings, Janofsky & Walker",2000,5306.8,75,0.1,10
Shaw Pittman Potts & Trowbridge,2000,5042.7,76,0.1,6
Internal Legal Counsel of the Bank,2000,5000,77,0.1,1
Dow Lohnes & Albertson,2000,4795.2,78,0.1,8
Jones Walker Waechter Poitevent Carrere & Denegre,2000,4618.4,79,0.1,6
LeBoeuf Lamb Greene & MacRae,2000,4611.2,80,0.1,9
Manwell & Milton (CA),2000,4585,81,0.1,2
Dickinson Wright,2000,4497.7,82,0.1,3
Graubard Mollen & Miller,2000,4474.6,83,0.1,2
Troutman Sanders LLP,2000,4347.3,84,0.1,6
Christensen Miller Fink Jacobs Glaser Weil & Shapi,2000,4334.2,85,0.1,3
Stinson Mag & Fizzell,2000,4242.5,86,0.1,3
Palmer & Dodge,2000,4157.3,87,0.1,12
Piper & Marbury,2000,4086.7,88,0.1,16
Holland & Knight LLP,2000,3991.5,89,0.1,5
Troutman Sanders Lockerman & Ashmore,2000,3837.9,90,0.1,3
"Keating, Muething & Klekamp",2000,3807.5,91,0.1,5
Venture Law Group,2000,3734.2,92,0.1,19
Clifford Chance,2000,3726.2,93,0.1,6
Goodwin Procter & Hoar,2000,3664.4,94,0.1,22
Lionel Sawyer & Collins,2000,3634.7,95,0.1,5
Wilmer Cutler & Pickering,2000,3575,96,0.1,4
Baker & Daniels,2000,3539.8,97,0.1,15
Haynes & Boone,2000,3448.1,98,0.1,9
Hughes & Luce LLP,2000,3356.9,99,0.1,7
Gunderson Dettmer Stough Villeneuve Franklin&Hachi,2000,3312.9,100,0.1,11
King & Spalding,2000,3256.2,101,0.1,13
Morrison & Foerster,2000,3235,102,0.1,17
Cahill Gordon & Reindel,2000,3175.8,103,0.1,10
Testa Hurwitz & Thibeault,2000,3105,104,0.1,18
Dechert Price & Rhoads,2000,3064.3,105,0.1,14
Edwards & Angell,2000,3000.4,106,0.1,15
"Van Cott, Bagley, Cornwall, and McCarthy (UT)",2000,3000,107*,0.1,1
Voisin & Co,2000,3000,107*,0.1,1
Thelen Reid & Priest LLP,2000,2954.2,109,0.1,16
"Thacher, Jones, Casey & Ratcliff (CA)",2000,2899.4,110,0.1,3
Homburger Rechtsanwalte,2000,2864.1,111,0.1,5
Hutchins Wheeler & Dittmar,2000,2860,112,0.1,12
Lovells,2000,2762.3,113,0,2
White & Case LLP,2000,2669.8,114,0,4
Godfrey & Kahn,2000,2647.8,115,0,4
Allens Arthur Robinson,2000,2545.5,116*,0,1
Fasken Martineau DuMoulin LLP,2000,2545.5,116*,0,1
Nagashima Ohno & Tsunematsu,2000,2545.5,116*,0,1
Ritch Heather y Mueller SC,2000,2545.5,116*,0,1
Sullivan & Worcester LLP,2000,2529.1,120,0,7
Lovell White Durrant,2000,2500,121,0,1
Cooley Godward Castro Huddleson & Tatum,2000,2467,122,0,21
Tobin & Tobin,2000,2461.6,123,0,6
"Silver, Freedman & Taff",2000,2426.2,124,0,2
Gray Cary Ware & Freidenrich,2000,2422.2,125,0,12
"Thompson, Hine & Flory",2000,2370,126,0,2
Bass Berry & Sims PLC,2000,2326.3,127,0,5
"Dow, Lohnes & Albertson, (DC)",2000,2310.9,128,0,4
Bracewell & Patterson,2000,2237,129,0,6
Maples & Calder,2000,2216.5,130,0,3
Alston & Bird,2000,2185.6,131,0,5
Mintz Levin Cohn Ferris Glovsky & Popeo,2000,2143,132,0,19
Jenner & Block,2000,2041.5,133,0,1
Allen & Overy,2000,2000,134*,0,1
BBLP Pavia e Ansaldo et al,2000,2000,134*,0,1
Clifford Chance (Paris),2000,2000,134*,0,1
Mannheimer Swartling Advokatbyra,2000,2000,134*,0,1
Minter Ellison,2000,2000,134*,0,1
Wenger Vieli,2000,2000,134*,0,1
"Akin, Gump, Hauer & Feld",2000,1999.1,140,0,1
"Huber, Lawrence & Abell",2000,1998.7,141,0,3
Honigman Miller Schwartz And Cohn,2000,1949.2,142,0,3
Faegre & Benson,2000,1943.2,143,0,7
"Carter, Ledyard & Milburn",2000,1858.3,144,0,2
"Rooks, Pitts & Poust",2000,1800,145,0,2
Piper Marbury Rudnick & Wolfe,2000,1790.5,146,0,4
Clifford Chance Rogers & Wells LLP,2000,1729.6,147,0,4
Stradley Ronon Stevens & Young,2000,1610,148,0,2
Munger Tolles & Olson,2000,1596.2,149,0,22
Kramer Levin Naftalis & Frankel,2000,1591.1,150,0,4
"Akerman, Senterfitt & Edison",2000,1553.4,151,0,4
McAfee & Taft,2000,1547.3,152,0,2
Chapman & Cutler,2000,1524.4,153,0,3
"Kutak Rock (AZ,CO,DC,GA,NE)",2000,1515,154,0,2
A&L Goodbody,2000,1500,155*,0,1
Reed Smith Shaw & McClay (PA),2000,1500,155*,0,1
Palmer and Dodge (MA),2000,1464.9,157,0,4
"Mayor, Day & Caldwell",2000,1439,158,0,2
Kirkpatrick & Lockhart LLP,2000,1434.2,159,0,10
"Choate, Hall & Stewart LLP",2000,1342.6,160,0,6
"Satterlee, Stephens, Burke & Burke",2000,1325.3,161,0,2
"Hofheimer, Gartlir, Gottlieb & Gross",2000,1310.5,162,0,1
McNair Law Firm,2000,1299.4,163,0,3
Kronish Lieb Weiner & Hellman,2000,1228.2,164,0,2
Foley & Lardner,2000,1202.9,165,0,7
Quarles & Brady (WI),2000,1172.5,166,0,3
Pepper Hamilton & Scheetz,2000,1165.9,167,0,3
